RID,原文斷詞,原文出題,原文答案,原文規則,原文出題規則,原文出題答案
372,保母_人1 說_v1 ：_w1 「_w2 他們_r1 是_vshi1 來_v2 和_p1 你們_r2 做_v3 朋友_物1 的_u1 。_w3 」_w4,誰說他們是來和你們做朋友的?,保母,人1 + v1 + w1 + w2 + r1 + vshi1 + v2 + p1 + r2 + v3 + 物1 + u1 + w3 + w4,誰 + v1 + r1 + vshi1 + v2 + p1 + r2 + v3 + 物1 + u1,人1
373,可愛_a1 的_u1 小朋友_物1 就_d1 伸出_v1 小_a2 手_物2 ，_w1 拉_v2 住_v3 我們_人1 的_u2 手_物3,可愛的小朋友就伸出什麼，拉住我們的手,手,a1 + u1 + 物1 + d1 + v1 + a2 + 物2 + w1 + v2 + v3 + 人1 + u2 + 物3,a1 + u1 + 物1 + d1 + v1 + 什麼 + w1 + v2 + v3 + 人1 + u1 + 物2,物3
374,可愛_a1 的_u1 小朋友_物1 就_d1 伸出_v1 小_a2 手_物2 ，_w1 拉_v2 住_v3 我們_人1 的_u2 手_物3,可愛的小朋友就伸出小手，拉住我們的什麼,手,a1 + u1 + 物1 + d1 + v1 + a2 + 物2 + w1 + v2 + v3 + 人1 + u2 + 物3,a1 + u1 + u1 + 物1 + d1 + v1 + a2 + 物2 + w1 + v2 + v3 + 人1 + 什麼,物3
375,回家_v1 的_u1 時候_物1 ，_w1 我_人1 的_u2 腦海_人2 中_f1 浮現_v2 出_v3 他們_人3 渴望_v4 有_vyou1 家_物2 的_u3 樣子_物3,回家的時候，誰的腦海中浮現出他們渴望有家的樣子,我,v1 + u1 + 物1 + w1 + 人1 + u2 + 人2 + f1 + v2 + v3 + 人3 + v4 + vyou1 + 物2 + u3 + 物3,v1 + u1 + 物1 + w1 + 誰 + u1 + 人2 + f1 + v2 + v3 + 人3 + v4 + vyou1 + 物2 + u1 + 物3,人1
376,回家_v1 的_u1 時候_物1 ，_w1 我_人1 的_u2 腦海_人2 中_f1 浮現_v2 出_v3 他們_人3 渴望_v4 有_vyou1 家_物2 的_u3 樣子_物3,回家的時候，我的腦海中浮現出誰渴望有家的樣子,他們,v1 + u1 + 物1 + w1 + 人1 + u2 + 人2 + f1 + v2 + v3 + 人3 + v4 + vyou1 + 物2 + u3 + 物3,v1 + u1 + 物1 + w1 + 人1 + u1 + 人2 + f1 + v2 + v3 + 誰 + v4 + vyou1 + 物2 + u1 + 物3,人3
377,小_a1 女孩_人1 的_u1 呼喚_人2 聲_n1 也_d1 在_p1 我_r1 的_u2 耳邊_s1 響起_v1,誰的呼喚聲也在我的耳邊響起,女孩,a1 + 人1 + u1 + 人2 + n1 + d1 + p1 + r1 + u2 + s1 + v1,誰 + u1 + 人2 + n1 + d1 + p1 + r1 + u1 + s1 + v1,人1
378,我_人1 覺得_v1 我們_人2 有_vyou1 父母_物1 的_u1 愛護_物2 ，_w1 真是_d1 太_d2 幸福_a1 了_y1,我覺得有誰的愛護，真是太幸福了,我們,人1 + v1 + 人2 + vyou1 + 物1 + u1 + 物2 + w1 + d1 + d2 + a1 + y1,人1 + v1 + vyou1 + 誰 + u1 + 物2 + w1 + d1 + d2 + a1 + y1,人2
379,父母親_人1 常_d1 對_p1 子女_物1 說_v1,誰常對子女說,父母親,人1 + d1 + p1 + 物1 + v1,誰 + d1 + p1 + 物1 + v1,人1
380,老師_人1 也_d1 常_d2 對_p1 學生_物1 說_v1,誰也常對學生說?,老師,人1 + d1 + d2 + p1 + 物1 + v1,誰 + d1 + d2 + p1 + 物1 + v1,人1
381,我_人1 問_v1 父親_人2 ：_w1 「_w2 做人_v2 什麼_r1 要_v3 誠實_a1 ？_w3 」_w4,誰問父親做人為什麼要誠實,我,人1 + v1 + 人2 + w1 + w2 + v2 + r1 + v3 + a1 + w3 + w4,誰 + v1 + 人2 + v2 + 為什麼 + v3 + a1,人1
382,我_人1 問_v1 父親_人2 ：_w1 「_w2 做人_v2 什麼_r1 要_v3 誠實_a1 ？_w3 」_w4,我問誰做人為什麼要誠實,父親,人1 + v1 + 人2 + w1 + w2 + v2 + r1 + v3 + a1 + w3 + w4,人1 + v1 + 誰 + v2 + 為什麼 + v3 + a1,人2
383,我_人1 又_d1 問_v1 母親_物1,誰又問母親?,我,人1 + d1 + v1 + 物1,誰 + d1 + v1 + 物1,人1
384,做人_v1 能_v2 實實在在_z1 ，_w1 不_d1 說謊_v3 ，_w2 不_d2 馬虎_a1 ，_w3 他_人1 就_d3 可以_v4 受到_v5 別人_r1 的_u1 信任_物1,做人能實實在在，不說謊，不馬虎，他就可以受到別人的什麼,信任,v1 + v2 + z1 + w1 + d1 + v3 + w2 + d2 + a1 + w3 + 人1 + d3 + v4 + v5 + r1 + u1 + 物1,v1 + v2 + z1 + w1 + w1 + w1 + d1 + d1 + v3 + a1 + 人1 + d3 + v4 + v5 + r1 + u1 + 什麼,物1
385,你_人1 誠實_a1 ，_w1 我_人2 就_d1 喜歡_v1 跟_p1 你_人3 做_v2 朋友_物1,誰誠實，我就喜歡跟你做朋友?,你,人1 + a1 + w1 + 人2 + d1 + v1 + p1 + 人3 + v2 + 物1,誰 + a1 + w1 + 人2 + d1 + v1 + p1 + 人1 + v2 + 物1,人3
386,你_人1 誠實_a1 ，_w1 我_人2 就_d1 喜歡_v1 跟_p1 你_人3 做_v2 朋友_物1,你誠實，誰就喜歡跟你做朋友?,我,人1 + a1 + w1 + 人2 + d1 + v1 + p1 + 人3 + v2 + 物1,人1 + a1 + w1 + 誰 + d1 + v1 + p1 + 人1 + v2 + 物1,人2
387,你_人1 不_d1 誠實_a1 ，_w1 我_人2 就_d2 不_d3 喜歡_v1 跟_p1 你_r1 做_v2 朋友_物1,你不誠實，誰就不喜歡跟你做朋友,我,人1 + d1 + a1 + w1 + 人2 + d2 + d3 + v1 + p1 + r1 + v2 + 物1,人1 + d1 + a1 + w1 + 誰 + d2 + d1 + v1 + p1 + 人1 + v2 + 物1,人2
388,大家_人1 都_d1 喜歡_v1 和_c1 誠實_a1 的_u1 人_物1 做_v2 朋友_物2,誰都喜歡跟誠實的人做朋友?,大家,人1 + d1 + v1 + c1 + a1 + u1 + 物1 + v2 + 物2,誰 + d1 + v1 + a1 + u1 + 物1 + v2 + 物2,人1
389,我_人1 終於_d1 明白_v1 什麼_r1 是_vshi1 「_w1 誠實_a1 」_w2 了_y1,誰終於明白什麼是誠實了?,我,人1 + d1 + v1 + r1 + vshi1 + w1 + a1 + w2 + y1,誰 + d1 + v1 + r1 + vshi1 + a1 + y1,人1
390,他_人1 跑步_v1 像_v2 飛_v3 的_u1 一樣_u2,誰跑步像飛一樣?,他,人1 + v1 + v2 + v3 + u1 + u2,誰 + v1 + v2 + v3 + u2,人1
391,有_vyou1 一_m1 天_q1 ，_w1 他_人1 拿_v1 著_v2 一_m2 根_q2 大_a1 木棒_物1 準備_v3 去_v4 山上_s1 打_v5 老虎_物2,有一天，誰拿著一根大木棒準備去山上打老虎?,他,vyou1 + m1 + q1 + w1 + 人1 + v1 + v2 + m2 + q2 + a1 + 物1 + v3 + v4 + s1 + v5 + 物2,vyou1 + m1 + q1 + w1 + 誰 + v1 + v2 + m1 + q2 + a1 + 物1 + v3 + v4 + s1 + v5 + 物2,人1
392,有_vyou1 一_m1 天_q1 ，_w1 他_人1 拿_v1 著_v2 一_m2 根_q2 大_a1 木棒_物1 準備_v3 去_v4 山上_s1 打_v5 老虎_物2,有一天，他拿著一根什麼準備去山上打老虎?,木棒,vyou1 + m1 + q1 + w1 + 人1 + v1 + v2 + m2 + q2 + a1 + 物1 + v3 + v4 + s1 + v5 + 物2,vyou1 + m1 + q1 + w1 + 人1 + v1 + v2 + m1 + q2 + 什麼 + v3 + v4 + s1 + v5 + 物2,物1
393,他_人1 拿_v1 著_v2 一_m1 根_q1 大_a1 木棒_物1 準備_v3 去_v4 山上_s1 打_v5 老虎_物2,有一天，誰拿著一根大木棒準備去山上打老虎?,他,人1 + v1 + v2 + m1 + q1 + a1 + 物1 + v3 + v4 + s1 + v5 + 物2,m1 + 誰 + v1 + v2 + m1 + q1 + a1 + 物1 + v3 + v4 + s1 + v5 + 物2,人1
394,他_人1 拿_v1 著_v2 一_m1 根_q1 大_a1 木棒_物1 準備_v3 去_v4 山上_s1 打_v5 老虎_物2,有一天，他拿著一根什麼準備去山上打老虎?,木棒,人1 + v1 + v2 + m1 + q1 + a1 + 物1 + v3 + v4 + s1 + v5 + 物2,m1 + 人1 + v1 + v2 + m1 + q1 + 什麼 + v3 + v4 + s1 + v5 + 物2,物1
395,夸_v1 父_人1 決定_v2 去_v3 找_v4 太陽_物1 ，_w1 問_v5 一_m1 問_v6 這_人2 兩_m2 個_q1 問題_物2,誰決定去找太陽，問一問這兩個問題,父,v1 + 人1 + v2 + v3 + v4 + 物1 + w1 + v5 + m1 + v6 + 人2 + m2 + q1 + 物2,誰 + v2 + v3 + v4 + 物1 + w1 + v5 + m1 + v5 + 人2 + m2 + q1 + v5,人1
396,夸_v1 父_人1 拿_v2 著_v3 手上_s1 的_u1 大_a1 木棒_物1 ，_w1 開_v4 始_v5 追_v6 太陽_物2,誰拿著手上的大木棒，開始追太陽?,父,v1 + 人1 + v2 + v3 + s1 + u1 + a1 + 物1 + w1 + v4 + v5 + v6 + 物2,誰 + v2 + v3 + s1 + u1 + a1 + 物1 + w1 + v4 + v5 + v6 + 物2,人1
397,夸_v1 父_人1 拿_v2 著_v3 手上_s1 的_u1 大_a1 木棒_物1 ，_w1 開_v4 始_v5 追_v6 太陽_物2,夸父拿著手上的什麼，開始追太陽?,木棒,v1 + 人1 + v2 + v3 + s1 + u1 + a1 + 物1 + w1 + v4 + v5 + v6 + 物2,v1 + 人1 + v2 + v3 + s1 + u1 + 什麼 + w1 + v4 + v5 + v6 + 物2,物1
398,夸_v1 父_人1 決定_v2 去_v3 找_v4 太陽_物1,誰決定去找太陽?,父,v1 + 人1 + v2 + v3 + v4 + 物1,誰 + v2 + v3 + v4 + 物1,人1
399,夸_v1 父_人1 拿_v2 著_v3 手上_s1 的_u1 大_a1 木棒_物1,誰拿著手上的大木棒?,父,v1 + 人1 + v2 + v3 + s1 + u1 + a1 + 物1,誰 + v2 + v3 + s1 + u1 + a1 + 物1,人1
400,夸_v1 父_人1 拿_v2 著_v3 手上_s1 的_u1 大_a1 木棒_物1,夸父拿著手上的什麼?,木棒,v1 + 人1 + v2 + v3 + s1 + u1 + a1 + 物1,v1 + 人1 + v2 + v3 + s1 + u1 + 什麼,物1
401,他_人1 使_v1 出_v2 全身_物1 的_u1 力量_物2 跑_v3,誰使出全身的力量跑?,他,人1 + v1 + v2 + 物1 + u1 + 物2 + v3,誰 + v1 + v2 + 物1 + u1 + 物2 + v3,人1
402,他_人1 跑_v1 啊_y1 跑_v2 啊_y2,誰跑啊跑啊,他,人1 + v1 + y1 + v2 + y2,誰 + v1 + y1 + v1 + y1,人1
403,於_p1 是_vshi1 跑_v1 到_v2 北邊_f1 的_u1 大河_物1 去_v3 喝_v4 水_物2,於是跑去北邊的大河去做什麼?,水,p1 + vshi1 + v1 + v2 + f1 + u1 + 物1 + v3 + v4 + 物2,p1 + vshi1 + v1 + v3 + f1 + u1 + 物1 + v3 + 什麼,物2
404,他_人1 大_a1 口_物1 大_a2 口_物2 的_u1 喝_v1 ，_w1 一下子_m1 就_d1 把_p1 河水_物3 喝_v2 光_v3 了_y1,誰大口大口的喝，一下子就把河水喝光了?,他,人1 + a1 + 物1 + a2 + 物2 + u1 + v1 + w1 + m1 + d1 + p1 + 物3 + v2 + v3 + y1,誰 + a1 + 物1 + a1 + 物1 + u1 + v1 + w1 + m1 + d1 + p1 + 物3 + v1 + v3 + y1,人1
405,他_人1 大_a1 口_物1 大_a2 口_物2 的_u1 喝_v1 ，_w1 一下子_m1 就_d1 把_p1 河水_物3 喝_v2 光_v3 了_y1,他大口大口的喝，一下子就把什麼喝光了?,河水,人1 + a1 + 物1 + a2 + 物2 + u1 + v1 + w1 + m1 + d1 + p1 + 物3 + v2 + v3 + y1,人1 + a1 + 物1 + a1 + 物1 + u1 + v1 + w1 + m1 + d1 + p1 + 什麼 + v1 + v3 + y1,物3
406,他_人1 大_a1 口_物1 大_a2 口_物2 的_u1 喝_v1,誰大口大口的喝,他,人1 + a1 + 物1 + a2 + 物2 + u1 + v1,誰 + a1 + 物1 + a1 + 物1 + u1 + v1,人1
407,一下子_m1 就_d1 把_p1 河水_物1 喝_v1 光_v2 了_y1,一下子就把什麼喝光了?,河水,m1 + d1 + p1 + 物1 + v1 + v2 + y1,m1 + d1 + p1 + 什麼 + v1 + v2 + y1,物1
408,夸_v1 父_物1 喝_v2 光_a1 了_y1 河水_物2,夸父喝光了什麼?,河水,v1 + 物1 + v2 + a1 + y1 + 物2,v1 + 物1 + v2 + a1 + y1 + 什麼,物2
409,他_人1 想_v1 去_v2 南邊_f1 的_u1 大海_物1 喝_v3 水_物2,誰想去南邊的大海喝水,他,人1 + v1 + v2 + f1 + u1 + 物1 + v3 + 物2,誰 + v1 + v2 + f1 + u1 + 物1 + v3 + 物2,人1
410,他_人1 想_v1 去_v2 南邊_f1 的_u1 大海_物1 喝_v3 水_物2,他想去南邊的大海做什麼,水,人1 + v1 + v2 + f1 + u1 + 物1 + v3 + 物2,人1 + v1 + v2 + f1 + u1 + 物1 + 什麼,物2
411,可惜_a1 他_人1 還_d1 沒_d2 跑_v1 到_v2 大海_物1 ，_w1 就_d3 累死_v3 在_p1 路上_物2 了_y1,可惜誰還沒跑到大海，就累死在路上了,他,a1 + 人1 + d1 + d2 + v1 + v2 + 物1 + w1 + d3 + v3 + p1 + 物2 + y1,a1 + 誰 + d1 + d2 + v1 + v2 + 物1 + w1 + d3 + v3 + p1 + 物2 + y1,人1
412,可惜_a1 他_人1 還_d1 沒_d2 跑_v1 到_v2 大海_物1,可惜誰還沒跑到大海,他,a1 + 人1 + d1 + d2 + v1 + v2 + 物1,a1 + 誰 + d1 + d2 + v1 + v2 + 物1,人1
413,夸_v1 父_物1 丟_v2 在_p1 身旁_s1 的_u1 大_a1 木棒_物2 ，_w1 變成_v3 了_y1 一_m1 片_q1 森林_物3,夸父丟在身旁的什麼，變成了一片森林,木棒,v1 + 物1 + v2 + p1 + s1 + u1 + a1 + 物2 + w1 + v3 + y1 + m1 + q1 + 物3,v1 + 物1 + v2 + p1 + s1 + u1 + 什麼 + w1 + v3 + y1 + m1 + q1 + 物3,物2
414,夸_v1 父_物1 丟_v2 在_p1 身旁_s1 的_u1 大_a1 木棒_物2,夸父丟在身旁的什麼,木棒,v1 + 物1 + v2 + p1 + s1 + u1 + a1 + 物2,v1 + 物1 + v2 + p1 + s1 + u1 + 什麼,物2
415,夸_v1 父_人1 的_u1 身子_人2 就_d1 變成_v2 了_y1 一_m1 座_q1 大山_物1,誰的身子就變成了一座大山?,父,v1 + 人1 + u1 + 人2 + d1 + v2 + y1 + m1 + q1 + 物1,誰 + u1 + 人2 + d1 + v2 + y1 + m1 + q1 + 物1,人1
416,從前_時1 有_vyou1 兩_m1 個_q1 和尚_物1,何時有兩個和尚,從前,時1 + vyou1 + m1 + q1 + 物1,何時 + vyou1 + m1 + q1 + 物1,時1
417,一個_m1 和尚_物1 很_d1 有錢_a1 ，_w1 另外_人1 一個_m2 和尚_物2 很_d2 窮_a2,一個和尚很有什麼，另外一個和尚很窮,和尚,m1 + 物1 + d1 + a1 + w1 + 人1 + m2 + 物2 + d2 + a2,m1 + 物1 + d1 + 什麼 + w1 + 人1 + m1 + 物1 + d1 + a2,物2
418,窮_a1 和尚_人1 說_v1 ：_w1 「_w2 我_人2 希望_v2 有_vyou1 機會_物1 到_v3 南海_ns1 拜佛_v4 取經_v5,誰說我希望有機會到南海拜佛取經,和尚,a1 + 人1 + v1 + w1 + w2 + 人2 + v2 + vyou1 + 物1 + v3 + ns1 + v4 + v5,誰 + v1 + 人2 + v2 + vyou1 + 物1 + v3 + ns1 + v4 + v5,人1
419,我_人1 也_d1 想_v1 去_v2 南海_ns1 拜佛_v3 取經_v4,誰也想去南海拜佛取經?,我,人1 + d1 + v1 + v2 + ns1 + v3 + v4,誰 + d1 + v1 + v2 + ns1 + v3 + v4,人1
420,你_人1 什麼_r1 都_d1 沒有_v1 ，_w1 竟然_d2 要_v2 去_v3 南海_ns1 拜佛_v4 取經_v5,誰什麼都沒有，竟然要去南海拜佛取經,你,人1 + r1 + d1 + v1 + w1 + d2 + v2 + v3 + ns1 + v4 + v5,誰 + r1 + d1 + v1 + w1 + d2 + v2 + v3 + ns1 + v4 + v5,人1
421,我_人1 想_v1 只要_c1 有_vyou1 決心_物1 ，_w1 帶_v2 一個_m1 缽_物2 、_w2 一_m2 根_q1 木杖_物3 ，_w3 就_d1 夠_v3 了_y1 。_w4,誰想只要有決心，帶一個缽、一根木杖，就夠了,我,人1 + v1 + c1 + vyou1 + 物1 + w1 + v2 + m1 + 物2 + w2 + m2 + q1 + 物3 + w3 + d1 + v3 + y1 + w4,誰 + v1 + c1 + vyou1 + 物1 + w1 + v2 + m1 + 物2 + w2 + m2 + q1 + 物3 + w1 + d1 + v3 + y1,人1
422,我_人1 想_v1 只要_c1 有_vyou1 決心_物1 ，_w1 帶_v2 一個_m1 缽_物2 、_w2 一_m2 根_q1 木杖_物3 ，_w3 就_d1 夠_v3 了_y1 。_w4,我想只要有什麼東西，帶一個缽、一根木杖，就夠了,決心,人1 + v1 + c1 + vyou1 + 物1 + w1 + v2 + m1 + 物2 + w2 + m2 + q1 + 物3 + w3 + d1 + v3 + y1 + w4,人1 + v1 + c1 + vyou1 + 什麼東西 + w1 + v2 + m1 + 物2 + w2 + m2 + q1 + 物3 + w1 + d1 + v3 + y1,物1
423,我_人1 想_v1 只要_c1 有_vyou1 決心_物1,誰想只要有決心,我,人1 + v1 + c1 + vyou1 + 物1,誰 + v1 + c1 + vyou1 + 物1,人1
424,我_人1 想_v1 只要_c1 有_vyou1 決心_物1,我想只要有什麼東西,決心,人1 + v1 + c1 + vyou1 + 物1,人1 + v1 + c1 + vyou1 + 什麼東西,物1
425,窮_a1 和尚_人1 就_d1 下_v1 定_v2 決心_物1,誰就下定決心?,和尚,a1 + 人1 + d1 + v1 + v2 + 物1,誰 + d1 + v1 + v2 + 物1,人1
426,只_d1 帶_v1 了_y1 缽和木杖_物1 ，_w1 動身_v2 到_v3 南海_ns1 去_v4 了_y2,只帶了什麼東西和木杖，動身到南海去了?,缽和木杖,d1 + v1 + y1 + 物1 + w1 + v2 + v3 + ns1 + v4 + y2,d1 + v1 + y1 + 什麼東西 + w1 + v2 + v3 + ns1 + v4 + y1,物1
427,只_d1 帶_v1 了_y1 缽和木杖_物1 ，_w1 動身_v2 到_v3 南海_ns1 去_v4 了_y2,只帶了缽和什麼東西，動身到南海去了?,缽和木杖,d1 + v1 + y1 + 物1 + w1 + v2 + v3 + ns1 + v4 + y2,d1 + v1 + y1 + 什麼東西 + w1 + v2 + v3 + ns1 + v4 + y1,物1
428,只_d1 帶_v1 了_y1 缽和木杖_物1,只帶了什麼東西和木杖,缽和木杖,d1 + v1 + y1 + 物1,d1 + v1 + y1 + 什麼東西,物1
429,只_d1 帶_v1 了_y1 缽和木杖_物1,只帶了缽和什麼東西,缽和木杖,d1 + v1 + y1 + 物1,d1 + v1 + y1 + 什麼東西,物1
430,他_人1 靠_v1 著_v2 兩_m1 條_q1 腿_物1,他靠著兩條什麼?,腿,人1 + v1 + v2 + m1 + q1 + 物1,人1 + v1 + v2 + m1 + q1 + 什麼,物1
431,如果_c1 肚子_物1 餓_v1 了_y1 ，_w1 就_d1 拿_v2 著缽_物2,如果肚子餓了，就拿著什麼,著缽,c1 + 物1 + v1 + y1 + w1 + d1 + v2 + 物2,c1 + 物1 + v1 + y1 + w1 + d1 + v2 + 什麼,物2
432,就_d1 拿_v1 著缽_物1,就拿著什麼?,著缽,d1 + v1 + 物1,d1 + v1 + 什麼,物1
433,要_v1 一些_m1 粗糙_a1 的_u1 食物_物1 吃_v2,要一些粗糙的什麼吃?,食物,v1 + m1 + a1 + u1 + 物1 + v2,v1 + m1 + a1 + u1 + 什麼 + v2,物1
434,窮_a1 和尚_物1 到_v1 了_y1 南海_物2 ，_w1 取得_v2 一些_m1 經_p1 書_物3 回來_v3 了_y2,窮和尚到了南海，取得一些什麼東西回來了,書,a1 + 物1 + v1 + y1 + 物2 + w1 + v2 + m1 + p1 + 物3 + v3 + y2,a1 + 物1 + v1 + y1 + 物2 + w1 + v2 + m1 + 什麼東西 + v3 + y1,物3
435,取得_v1 一些_m1 經_p1 書_物1 回來_v2 了_y1,取得一些什麼東西回來了,書,v1 + m1 + p1 + 物1 + v2 + y1,v1 + m1 + 什麼東西 + v2 + y1,物1
436,出產_v1 很多_m1 水果_物1,出產很多什麼?,水果,v1 + m1 + 物1,v1 + m1 + 什麼,物1
437,這些_人1 水果_人2 很_d1 受_v1 觀光客_物1 的_u1 喜愛_物2,這些什麼很受觀光的喜愛?,觀光客,人1 + 人2 + d1 + v1 + 物1 + u1 + 物2,人1 + 什麼 + d1 + v1 + u1 + 物2,物1
438,紅毛丹_物1 ，_w1 長_v1 得_u1 像_v2 一團團_m1 紅毛球_物2,什麼長得像一團團紅毛球?,紅毛丹,物1 + w1 + v1 + u1 + v2 + m1 + 物2,什麼 + v1 + u1 + v2 + m1 + 物2,物1
439,紅毛丹_物1 ，_w1 長_v1 得_u1 像_v2 一團團_m1 紅毛球_物2,紅毛丹長得像一團團什麼東西?,紅毛球,物1 + w1 + v1 + u1 + v2 + m1 + 物2,物1 + v1 + u1 + v2 + m1 + 什麼東西,物2
440,打開_v1 外皮_人1 可以_v2 看到_v3 白色_物1 果肉_物2,打開外皮可以看到白色的什麼,果肉,v1 + 人1 + v2 + v3 + 物1 + 物2,v1 + 人1 + v2 + v3 + 物1 + 什麼,物2
441,泰國_物1 的_u1 榴槤_物2 ，_w1 可是_c1 世上_s1 最_d1 獨_a1 特_a2 的_u2 水果_物3,泰國的什麼，可是世上最獨特的水果,榴槤,物1 + u1 + 物2 + w1 + c1 + s1 + d1 + a1 + a2 + u2 + 物3,物1 + u1 + 什麼 + w1 + c1 + s1 + d1 + a1 + a2 + u1 + 物3,物2
442,泰國_物1 的_u1 榴槤_物2 ，_w1 可是_c1 世上_s1 最_d1 獨_a1 特_a2 的_u2 水果_物3,泰國的榴槤，可是世上最獨特的什麼,水果,物1 + u1 + 物2 + w1 + c1 + s1 + d1 + a1 + a2 + u2 + 物3,物1 + u1 + u1 + 物2 + w1 + c1 + s1 + d1 + a1 + a2 + 什麼,物3
443,泰國_物1 的_u1 榴槤_物2,泰國的什麼,榴槤,物1 + u1 + 物2,物1 + u1 + 什麼,物2
444,可是_c1 世上_s1 最_d1 獨_a1 特_a2 的_u1 水果_物1,可是世上最獨特的什麼,水果,c1 + s1 + d1 + a1 + a2 + u1 + 物1,c1 + s1 + d1 + a1 + a2 + u1 + 什麼,物1
445,但是_c1 裡面_f1 的_u1 果肉_物1 ，_w1 會_v1 散發_v2 出_v3 一_m1 種_q1 特有_b1 的_u2 味道_物2,但是裡面的什麼東西，會散發出一種特有的味道,果肉,c1 + f1 + u1 + 物1 + w1 + v1 + v2 + v3 + m1 + q1 + b1 + u2 + 物2,c1 + f1 + u1 + 什麼東西 + w1 + v1 + v2 + v3 + m1 + q1 + b1 + u1 + 物2,物1
446,但是_c1 裡面_f1 的_u1 果肉_物1,但是裡面的什麼東西,果肉,c1 + f1 + u1 + 物1,c1 + f1 + u1 + 什麼東西,物1
447,喜歡_v1 它_人1 的_u1 人_物1 ，_w1 說_v2 這_人2 是_vshi1 全世界_物2 最_d1 好吃_a1 的_u2 水果_物3,喜歡它的人，說這是全世界最好吃的甚麼東西,水果,v1 + 人1 + u1 + 物1 + w1 + v2 + 人2 + vshi1 + 物2 + d1 + a1 + u2 + 物3,v1 + 人1 + u1 + u1 + 物1 + w1 + v2 + 人2 + vshi1 + 物2 + d1 + a1 + 什麼,物3
448,說_v1 這_人1 是_vshi1 全世界_物1 最_d1 好吃_a1 的_u1 水果_物2,說這是全世界最好吃的甚麼東西,水果,v1 + 人1 + vshi1 + 物1 + d1 + a1 + u1 + 物2,v1 + 人1 + vshi1 + 物1 + d1 + a1 + u1 + 什麼,物2
449,不_d1 喜歡_v1 它_人1 的_u1 人_物1 ，_w1 一_m1 聞_v2 到_v3 榴槤_物2 ，_w2 就_d2 掩_v4 著_v5 鼻子_物3 離開_v6,不喜歡它的人，一聞到什麼東西，就掩著鼻子離開,榴槤,d1 + v1 + 人1 + u1 + 物1 + w1 + m1 + v2 + v3 + 物2 + w2 + d2 + v4 + v5 + 物3 + v6,d1 + v1 + 人1 + u1 + 物1 + w1 + m1 + v2 + v3 + 什麼東西 + w1 + d2 + v4 + v5 + 物3 + v6,物2
450,不_d1 喜歡_v1 它_人1 的_u1 人_物1 ，_w1 一_m1 聞_v2 到_v3 榴槤_物2 ，_w2 就_d2 掩_v4 著_v5 鼻子_物3 離開_v6,不喜歡它的人，一聞到榴槤，就掩著什麼離開,鼻子,d1 + v1 + 人1 + u1 + 物1 + w1 + m1 + v2 + v3 + 物2 + w2 + d2 + v4 + v5 + 物3 + v6,d1 + v1 + 人1 + u1 + 物1 + w1 + m1 + v2 + v3 + 物2 + w1 + d2 + v4 + v5 + 什麼 + v6,物3
451,一_m1 聞_v1 到_v2 榴槤_物1,一聞到什麼東西,榴槤,m1 + v1 + v2 + 物1,m1 + v1 + v2 + 什麼東西,物1
452,就_d1 掩_v1 著_v2 鼻子_物1 離開_v3,就掩著什麼離開,鼻子,d1 + v1 + v2 + 物1 + v3,d1 + v1 + v2 + 什麼 + v3,物1
453,聽說_v1 榴槤_物1 很_d1 有_vyou1 營養_物2 ，_w1 它_人1 還有_v2 「_w2 果王_物3 」_w3 之_u1 稱_物4 呢_y1,聽說什麼東西很有營養，它還有果王之稱呢,榴槤,v1 + 物1 + d1 + vyou1 + 物2 + w1 + 人1 + v2 + w2 + 物3 + w3 + u1 + 物4 + y1,v1 + 什麼東西 + d1 + vyou1 + 物2 + w1 + 人1 + v2 + 物3 + u1 + 物4 + y1,物1
454,聽說_v1 榴槤_物1 很_d1 有_vyou1 營養_物2,聽說什麼東西很有營養,榴槤,v1 + 物1 + d1 + vyou1 + 物2,v1 + 什麼東西 + d1 + vyou1 + 物2,物1
455,泰國_ns1 還有_v1 一_m1 種_q1 被_p1 稱為_v2 「_w1 果后_物1 」_w2 的_u1 水果_物2,泰國還有一種被稱為果后的什麼東西,水果,ns1 + v1 + m1 + q1 + p1 + v2 + w1 + 物1 + w2 + u1 + 物2,ns1 + v1 + m1 + q1 + p1 + v2 + 物1 + u1 + 什麼東西,物2
456,泰國_ns1 還有_v1 一_m1 種_q1 被_p1 稱為_v2 「_w1 果后_物1 」_w2 的_u1 水果_物2 ，_w3 叫_v3 山竹_物3,泰國還有一種被稱為果后的什麼東西，叫山竹,水果,ns1 + v1 + m1 + q1 + p1 + v2 + w1 + 物1 + w2 + u1 + 物2 + w3 + v3 + 物3,ns1 + v1 + m1 + q1 + p1 + v2 + 物1 + u1 + 什麼東西 + w3 + v3 + 物3,物2
457,泰國_ns1 還有_v1 一_m1 種_q1 被_p1 稱為_v2 「_w1 果后_物1 」_w2 的_u1 水果_物2 ，_w3 叫_v3 山竹_物3,泰國還有一種被稱為果后的水國，叫什麼,水果,ns1 + v1 + m1 + q1 + p1 + v2 + w1 + 物1 + w2 + u1 + 物2 + w3 + v3 + 物3,ns1 + v1 + m1 + q1 + p1 + v2 + 物1 + u1 + 什麼 + w3 + v3,物2
