冊/課,課文,題目,long
L8 L7,"喜歡_v 
它_r 的_uj 人_人",喜歡它的誰,
L8 L7,"說_v 這_r 是_v 全世界_n 最_d 好吃_v 的_uj 
水果_物",說這是全世界最好吃的甚麼東西,
L8 L7,"不_d 喜歡_v 它_r 的_uj 人_人 ，_x 一_m 聞到_v 榴槤_物
 ，_x 就_d 掩著_v 鼻子_物 離開_v",不喜歡它的誰，一聞到榴槤，就掩著鼻子離開,o
L8 L7,"不_d 喜歡_v 它_r 的_uj 人_人 ，_x 一_m 聞到_v 榴槤_物
 ，_x 就_d 掩著_v 鼻子_物 離開_v",不喜歡它的人，一聞到什麼東西，就掩著鼻子離開,
L8 L7,"不_d 喜歡_v 它_r 的_uj 人_人 ，_x 一_m 聞到_v 榴槤_物
 ，_x 就_d 掩著_v 鼻子_物 離開_v",不喜歡它的人，一聞到榴槤，就掩著什麼離開,
L8 L7,不_d 喜歡_v 它_r 的_uj 人_人 ,不喜歡它的誰,
L8 L7, 一_m 聞到_v 榴槤_物,一聞到什麼東西,
L8 L7,就_d 掩著_v 鼻子_物 離開_v,就掩著什麼離開,
L8 L7,"聽說榴槤_物 
很_d 有_v 營養_n ，_x 它_r 還_d 有_v 「_x 果王_nrt 」_x 之_u 稱_v 
呢_y",聽說什麼東西很有營養，它還有果王之稱呢,o
L8 L7,"聽說榴槤_物 
很_d 有_v 營養_n",聽說什麼東西很有營養,
L8 L7,"泰國_地方 還_d 有_v 一種_m 被_p 稱為_v 「_x 果后_nrt 」_x 
的_uj 水果_物",哪裡還有一種被稱為果后的水果,
L8 L7,"泰國_地方 還_d 有_v 一種_m 被_p 稱為_v 「_x 果后_nrt 」_x 
的_uj 水果_物",泰國還有一種被稱為果后的什麼東西,
L8 L7,"泰國_地方 還_d 有_v 一種_m 被_p 稱為_v 「_x 果后_nrt 」_x 
的_uj 水果_物 ，_x 叫_v 山竹_物",哪裡還有一種被稱為果后的水果，叫山竹,o
L8 L7,"泰國_地方 還_d 有_v 一種_m 被_p 稱為_v 「_x 果后_nrt 」_x 
的_uj 水果_物 ，_x 叫_v 山竹_物",泰國還有一種被稱為果后的什麼東西，叫山竹,o
L8 L7,"泰國_地方 還_d 有_v 一種_m 被_p 稱為_v 「_x 果后_nrt 」_x 
的_uj 水果_物 ，_x 叫_v 山竹_物",泰國還有一種被稱為果后的水國，叫什麼,o
L8 L7,"山竹_物 的_uj 外皮_物 
是_v 深_a 紅色_n",什麼東西的外皮是深紅色,
L8 L7,"山竹_物 的_uj 外皮_物 
是_v 深_a 紅色_n",山竹的什麼是深紅色,
L8 L7,"打開_v 外皮_物 ，_x 可以_c 看_v 
到_v 雪白_z 的_uj 果肉_物",打開什麼，可以看到雪白的果肉,o
L8 L7,"打開_v 外皮_物 ，_x 可以_c 看_v 
到_v 雪白_z 的_uj 果肉_物",打開外皮，可以看到雪白的什麼,o
L8 L7,波羅蜜_物 也_d 是_v 神奇_a 的_uj 水果_物,什麼東西也是神奇的水果,
L8 L7,波羅蜜_物 也_d 是_v 神奇_a 的_uj 水果_物,波羅蜜也是神奇的什麼,
L8 L7,"一_m 
個_m 波羅蜜_物 有_v 十斤_m 左右_m",一個什麼東西有十斤左右,
L8 L7,它_r 結在_v 樹上_地方,它結在哪裡,
L8 L7,"只_d 靠著_v 一根_m 短小_b 的_uj 蒂_物 ，_x 就_d 把_p 
十幾斤_m 的_uj 波羅蜜_物 掛_v 在_p 樹上_地方",只靠著一根短小的什麼，就把十幾斤的波蘿蜜掛在樹上,o
L8 L7,"只_d 靠著_v 一根_m 短小_b 的_uj 蒂_物 ，_x 就_d 把_p 
十幾斤_m 的_uj 波羅蜜_物 掛_v 在_p 樹上_地方",只靠著一根短小的蒂，就把十幾斤的什麼掛在樹上,o
L8 L7,"只_d 靠著_v 一根_m 短小_b 的_uj 蒂_物 ，_x 就_d 把_p 
十幾斤_m 的_uj 波羅蜜_物 掛_v 在_p 樹上_地方",只靠著一根短小的蒂，就把十幾斤的波羅蜜掛在哪裡,o
L8 L7,只_d 靠著_v 一根_m 短小_b 的_uj 蒂_物 ,只靠著一根短小的什麼,
L8 L7,"就_d 把_p 
十幾斤_m 的_uj 波羅蜜_物 掛_v 在_p 樹上_地方",就把十幾斤的什麼掛在樹上,
L8 L7,"就_d 把_p 
十幾斤_m 的_uj 波羅蜜_物 掛_v 在_p 樹上_地方",就把十幾斤的波羅蜜掛在哪裡,
L8 L7,"泰國_地方 有_v 很多_m 好吃_v 的_uj 水果_物 ，_x 可_v 
以_p 稱得_v 上_f 是_v 水果_物 王國_nr",哪裡有很多好吃的水果，可以稱得上是水果王國,o
L8 L7,"泰國_地方 有_v 很多_m 好吃_v 的_uj 水果_物 ，_x 可_v 
以_p 稱得_v 上_f 是_v 水果_物 王國_nr",泰國有很多好吃的什麼，可以稱得上是水果王國,o
L8 L7,"泰國_地方 有_v 很多_m 好吃_v 的_uj 水果_物 ，_x 可_v 
以_p 稱得_v 上_f 是_v 水果_物 王國_nr",泰國有很多好吃的水果，可以稱得上是什麼王國,o
L8 L7,泰國_地方 有_v 很多_m 好吃_v 的_uj 水果_物,哪裡有很多好吃的水果,
L8 L7,泰國_地方 有_v 很多_m 好吃_v 的_uj 水果_物,泰國有很多好吃的什麼,
L8 L7,"可_v 
以_p 稱得_v 上_f 是_v 水果_物 王國_nr",可以稱得上是什麼王國,
L8 L11,"今天_時間 一大早_時間 ，_x 爸爸_人 帶著_v 我_人 ，_x 
跟著_v 旅行團_n 乘車_n 出發_v",什麼時候一大早，爸爸帶著我，跟著旅行團乘車出發,o
L8 L11,"今天_時間 一大早_時間 ，_x 爸爸_人 帶著_v 我_人 ，_x 
跟著_v 旅行團_n 乘車_n 出發_v",今天的什麼時候，爸爸帶著我，跟著旅行團乘車出發,o
L8 L11,"今天_時間 一大早_時間 ，_x 爸爸_人 帶著_v 我_人 ，_x 
跟著_v 旅行團_n 乘車_n 出發_v",今天一大早，誰帶著我，跟著旅行團乘車出發,o
L8 L11,"目的_n 是_v 去_v 
海邊_地方 玩_v",目的是去哪裡玩,
L8 L11,車子_物 走_v 在_p 海邊_地方 的_uj 公路_地方 上_f,什麼走在海邊的公路上,
L8 L11,車子_物 走_v 在_p 海邊_地方 的_uj 公路_地方 上_f,車子走在哪裡的公路上,
L8 L11,車子_物 走_v 在_p 海邊_地方 的_uj 公路_地方 上_f,車子走在海邊的什麼地方上,
L8 L11,"我們_人 
從_p 車裡_地方 向外看_v ，_x 一路上_l 看到_v 廣_zg 
闊_a 的_uj 大海_地方",誰從車裡向外看，一路上看到廣闊的大海,o
L8 L11,"我們_人 
從_p 車裡_地方 向外看_v ，_x 一路上_l 看到_v 廣_zg 
闊_a 的_uj 大海_地方",我們從車裡向外看，一路上看到廣闊的什麼地方?,o
L8 L11,"我們_人 
從_p 車裡_地方 向外看_v ",誰從車裡向外看,
L8 L11,"一路上_l 看到_v 廣_zg 
闊_a 的_uj 大海_地方",一路上看到廣闊的什麼地方?,
L8 L11,海灘_地方 上_f 遍滿_v 黑色_n 的_uj 石頭_物,哪裡遍滿黑色的石頭,
L8 L11,海灘_地方 上_f 遍滿_v 黑色_n 的_uj 石頭_物,海灘變滿黑色的什麼?,
L8 L11,"水光_n 閃閃_z ，_x 像是_v 怪獸_人
身上_s 長_a 滿_a 了_ul 鱗片_物",水光閃閃，像是誰身上長滿了鱗片,o
L8 L11,"水光_n 閃閃_z ，_x 像是_v 怪獸_人
身上_s 長_a 滿_a 了_ul 鱗片_物",水光閃閃，像是怪獸身上長滿了什麼?,o
L8 L11," 像是_v 怪獸_人
身上_s 長_a 滿_a 了_ul 鱗片_物",像是誰身上長滿了鱗片,
L8 L11," 像是_v 怪獸_人
身上_s 長_a 滿_a 了_ul 鱗片_物",像是怪獸身上長滿了什麼?,
L8 L11,"朵朵_q 的_uj 
浪花_物 ，_x 像_v 穿著_n 白_a 戰衣_物 的_uj 勇士_人 ，_x 排_v 
成_n 一列_m 齊頭並進_l",朵朵的什麼東西，像是穿著白戰衣的勇士，排成一列齊頭並進,o
L8 L11,"朵朵_q 的_uj 
浪花_物 ，_x 像_v 穿著_n 白_a 戰衣_物 的_uj 勇士_人 ，_x 排_v 
成_n 一列_m 齊頭並進_l",朵朵的浪花，像是穿著什麼的勇士，排成一列齊頭並進,o
L8 L11,"朵朵_q 的_uj 
浪花_物 ，_x 像_v 穿著_n 白_a 戰衣_物 的_uj 勇士_人 ，_x 排_v 
成_n 一列_m 齊頭並進_l",朵朵的浪花，像是穿著白戰衣的誰，排成一列齊頭並進,o
L8 L11,"朵朵_q 的_uj 
浪花_物",朵朵的什麼東西,
L8 L11,像_v 穿著_n 白_a 戰衣_物 的_uj 勇士_人,像是穿著什麼的勇士,
L8 L11,像_v 穿著_n 白_a 戰衣_物 的_uj 勇士_人,像是穿著白戰衣的誰,
L8 L11,"當_zg 浪花_物 打_v 在_p 大_n 
石頭_物 上_f ，_x 立刻_d 濺_v 起_v 好_a 幾丈_m 高_a 的_uj 煙霧_物",當浪花打在什麼上，立刻濺起好幾仗高的煙霧,o
L8 L11,"當_zg 浪花_物 打_v 在_p 大_n 
石頭_物 上_f ，_x 立刻_d 濺_v 起_v 好_a 幾丈_m 高_a 的_uj 煙霧_物",當浪花打在石頭上，立刻濺起好幾仗高的什麼,o
L8 L11,"當_zg 浪花_物 打_v 在_p 大_n 
石頭_物 上_f ，_x 立刻_d 濺_v 起_v 好_a 幾丈_m 高_a 的_uj 煙霧_物",當什麼打在石頭上，立刻濺起好幾仗高的煙霧,o
L8 L11,"當_zg 浪花_物 打_v 在_p 大_n 
石頭_物 上_f ",當浪花打在什麼上,
L8 L11,"當_zg 浪花_物 打_v 在_p 大_n 
石頭_物 上_f ",當什麼打在石頭上,
L8 L11,立刻_d 濺_v 起_v 好_a 幾丈_m 高_a 的_uj 煙霧_物,立刻濺起好幾仗高的什麼,
L8 L11,"這種_r 美麗_a 的_uj 景色_物 ，_x 恐怕_d 只有_c 
在_p 海邊_地方 才能_v 看到_v 吧_y",這種美麗的什麼，恐怕只有在海邊才能看到吧,o
L8 L11,"這種_r 美麗_a 的_uj 景色_物 ，_x 恐怕_d 只有_c 
在_p 海邊_地方 才能_v 看到_v 吧_y",這種美麗的景色，恐怕只有在哪裡才能看到吧,o
L8 L11,這種_r 美麗_a 的_uj 景色_物,這種美麗的什麼,
L8 L11,"恐怕_d 只有_c 
在_p 海邊_地方 才能_v 看到_v 吧_y",恐怕只有在哪裡才能看到吧,
L8 L11,車子_物 前方_f 出現_v 一座_m 小島_地方,什麼東西的前方出現一座小島,
L8 L11,"小島_地方 三面_mq 都_d 被_p 海水_物 圍繞_v ，_x 
像是_v 站_v 在_p 海中_地方 的_uj 巨人_物",哪裡三面都被海水圍繞，像是站在海中的巨人,o
L8 L11,"小島_地方 三面_mq 都_d 被_p 海水_物 圍繞_v ，_x 
像是_v 站_v 在_p 海中_地方 的_uj 巨人_物",小島三面都被什麼圍繞，像是站在海中的巨人,o
L8 L11,"小島_地方 三面_mq 都_d 被_p 海水_物 圍繞_v ，_x 
像是_v 站_v 在_p 海中_地方 的_uj 巨人_物",小島三面都被海水圍繞，像是站在哪裡的巨人,o
L8 L11,小島_地方 三面_mq 都_d 被_p 海水_物 圍繞_v ,哪裡三面都被海水圍繞,
L8 L11,小島_地方 三面_mq 都_d 被_p 海水_物 圍繞_v ,小島三面都被什麼圍繞,
L8 L11,像是_v 站_v 在_p 海中_地方 的_uj 巨人_物,像是站在哪裡的巨人,
L8 L11,最_d 後_nr 車子_物 停_v 在_p 海邊_地方,最後什麼停在海邊,
L8 L11,最_d 後_nr 車子_物 停_v 在_p 海邊_地方,最後車子停在哪裡,
L8 L11,"我_人 站_v 在_p 高台_地方 ，_x 耳邊_s 聽到_v 的_uj 是_v 
呼呼_v 的_uj 風聲_物 ，_x 眼前_t 看到_v 的_uj 是_v 海闊天空_i 
的_uj 景象_n",我站在哪裡，耳邊聽到的是呼呼的風聲，眼前看到的是海闊天空的景象,o
L8 L11,"我_人 站_v 在_p 高台_地方 ，_x 耳邊_s 聽到_v 的_uj 是_v 
呼呼_v 的_uj 風聲_物 ，_x 眼前_t 看到_v 的_uj 是_v 海闊天空_i 
的_uj 景象_n",我站在高台，耳邊聽到的是呼呼的什麼，眼前看到的是海闊天空的景象,o
L8 L11,我_人 站_v 在_p 高台_地方,我站在哪裡,
L8 L11,"耳邊_s 聽到_v 的_uj 是_v 
呼呼_v 的_uj 風聲_物",耳邊聽到的是呼呼的什麼,
L8 L11,讓_v 我_人 覺得_v 大自然_d 真_d 偉大_a,讓誰覺得大自然真偉大,
L8 L10,"爸爸_人 帶_v 我們_人 去_v 阿里山_地方 
看日出_事",誰帶我們去阿里山看日出,
L8 L10,"爸爸_人 帶_v 我們_人 去_v 阿里山_地方 
看日出_事",爸爸帶我們去哪裡看日出,
L8 L10,"爸爸_人 帶_v 我們_人 去_v 阿里山_地方 
看日出_事",爸爸帶我們去阿里山做什麼事情,
L8 L10,"旅社_n 的_uj 
服務員_人 用_p 電話_物 叫_v 我們_人 起床_事",旅社的誰用電話叫我們起床,
L8 L10,"旅社_n 的_uj 
服務員_人 用_p 電話_物 叫_v 我們_人 起床_事",旅社的服務員用什麼叫我們起床,
L8 L10,"旅社_n 的_uj 
服務員_人 用_p 電話_物 叫_v 我們_人 起床_事",旅社的服務員用電話叫我們做什麼事情,
L8 L10,"我們_人 
吃_v 了_ul 簡便_a 的_uj 早餐_物",誰吃了簡便的早餐,
L8 L10,"我們_人 
吃_v 了_ul 簡便_a 的_uj 早餐_物",我們吃了簡便的什麼,
L8 L10,"就_d 跟著_v 大家_人 一同_d 
到_v 山上_地方 看日出_事",就跟著誰一同到山上看日出,
L8 L10,"就_d 跟著_v 大家_人 一同_d 
到_v 山上_地方 看日出_事",就跟著大家一同到哪裡看日出,
L8 L10,"就_d 跟著_v 大家_人 一同_d 
到_v 山上_地方 看日出_事",就跟著大家一同到山上做什麼事情,
L8 L10,只有_c 附近_f 幾戶_m 人家_n 亮著_v 燈火_物,只在附近幾戶人家亮著什麼?,
L8 L10,車子_物 停_v 在_p 阿里山_地方 上_f,什麼停在阿里山上,
L8 L10,車子_物 停_v 在_p 阿里山_地方 上_f,車子停在哪裡,
L8 L10,"才_d 知道_v 車外_地方 早已_d 
擠滿_v 了_ul 看日出_事 的_uj 遊客_人",才知道車外早已擠滿了做什麼事情的遊客,
L8 L10,"才_d 知道_v 車外_地方 早已_d 
擠滿_v 了_ul 看日出_事 的_uj 遊客_人",才知道車外早已擠滿了看日出的誰,
L8 L10,靜靜_z 等待_事 日出_事,靜靜等待什麼事情?,
L8 L10,"層_x 
層_q 浮雲_物 的_uj 背_v 後_nr ，_x 透出_v 紅紅_nr 的_uj 亮光_物",層層什麼的背後，透出紅紅的亮光,
L8 L10,"層_x 
層_q 浮雲_物 的_uj 背_v 後_nr ，_x 透出_v 紅紅_nr 的_uj 亮光_物",層層浮雲的背後，透出紅紅的什麼,
L8 L10,日出_事 的_uj 奇景_物 就要_d 登場_v 了_ul,日出的什麼就要登場了?,
L8 L10,"看到_v 天上_s 的_uj 灰雲_物 轉換_v 
成紫雲_物",看到天上的什麼轉換成紫雲,
L8 L10,"看到_v 天上_s 的_uj 灰雲_物 轉換_v 
成紫雲_物",看到天上的灰雲轉換成什麼,
L8 L10,紫雲_物 又_d 轉換_v 成_d 紅雲_物,什麼又轉換成紅雲,
L8 L10,紫雲_物 又_d 轉換_v 成_d 紅雲_物,紫雲又轉換成什麼,
L8 L10,"紅雲_物
漸漸_d 變成_v 橘色_n 的_uj 雲_物",什麼漸漸變成橘色的雲,
L8 L10,"紅雲_物
漸漸_d 變成_v 橘色_n 的_uj 雲_物",紅雲漸漸變成橘色的什麼,
L8 L10,"雲_物 的_uj 四周_m 閃耀_v 
著_n 金光_nr",什麼的四周閃耀著金光,
L8 L10,"就_d 在_p 這_r 金光_nr 閃閃_z 的_uj 浮雲_物 背_n 
後_nr ，_x 升起_v 一個_m 圓圓_z 的_uj 火球_物",就在這金光閃閃的什麼背後，升起一個圓圓的火球,o
L8 L10,"就_d 在_p 這_r 金光_nr 閃閃_z 的_uj 浮雲_物 背_n 
後_nr ，_x 升起_v 一個_m 圓圓_z 的_uj 火球_物",就在這金光閃閃的浮雲背後，升起一個圓圓的什麼,o
L8 L10,升起_v 一個_m 圓圓_z 的_uj 火球_物,升起一個圓圓的什麼,
L8 L10,"山_n 的_uj 另_r 一邊_s 白雲_物 湧起_v ，_x 像_v 一堆_m 
堆_v 的_uj 白雪_物 ，_x 又_d 像_v 成群_n 的_uj 綿羊_物 ，_x 更_d 像_v 
朵朵_q 的_uj 浪花_物",山的另一邊什麼湧起，像一堆堆的白雪，又想成群的綿羊，更像朵朵的浪花,o
L8 L10,"山_n 的_uj 另_r 一邊_s 白雲_物 湧起_v ，_x 像_v 一堆_m 
堆_v 的_uj 白雪_物 ，_x 又_d 像_v 成群_n 的_uj 綿羊_物 ，_x 更_d 像_v 
朵朵_q 的_uj 浪花_物",山的另一邊白雲湧起，像一堆堆的什麼，又想成群的綿羊，更像朵朵的浪花,o
L8 L10,"山_n 的_uj 另_r 一邊_s 白雲_物 湧起_v ，_x 像_v 一堆_m 
堆_v 的_uj 白雪_物 ，_x 又_d 像_v 成群_n 的_uj 綿羊_物 ，_x 更_d 像_v 
朵朵_q 的_uj 浪花_物",山的另一邊白雲湧起，像一堆堆的白雪，又想成群的什麼，更像朵朵的浪花,o
L8 L10,"山_n 的_uj 另_r 一邊_s 白雲_物 湧起_v ，_x 像_v 一堆_m 
堆_v 的_uj 白雪_物 ，_x 又_d 像_v 成群_n 的_uj 綿羊_物 ，_x 更_d 像_v 
朵朵_q 的_uj 浪花_物",山的另一邊白雲湧起，像一堆堆的白雪，又想成群的綿羊，更像朵朵的什麼,o
L8 L10,山_n 的_uj 另_r 一邊_s 白雲_物 湧起_v,山的另一邊什麼湧起,
L8 L15,"爺爺_人 常_d 牽著_v 我_人 的_uj 
手_物 ",誰常牽著我的手,
L8 L15,"爺爺_人 常_d 牽著_v 我_人 的_uj 
手_物 ",爺爺常牽著誰的手,
L8 L15,帶_v 我_人 到_v 湖邊_地方 散步_n,帶我到哪裡散步,
L8 L15,"爺爺_人 常_d 牽著_v 我_人 的_uj 
手_物 ，_x 帶_v 我_人 到_v 湖邊_地方 散步_n",誰常牽著我的手，帶我到湖邊散步,o
L8 L15,"爺爺_人 常_d 牽著_v 我_人 的_uj 
手_物 ，_x 帶_v 我_人 到_v 湖邊_地方 散步_n",爺爺常牽著誰的手，帶我到湖邊散步,o
L8 L15,"爺爺_人 常_d 牽著_v 我_人 的_uj 
手_物 ，_x 帶_v 我_人 到_v 湖邊_地方 散步_n",爺爺常牽著我的手，帶我到哪裡散步,o
L8 L15,"這裡_r 有_v 一_m 大片_n 平地_地方 ，_x 可以_c 
提供_v 我們_人 種植_事",這裡有一大片什麼地方，可以提供我們種植,o
L8 L15,"這裡_r 有_v 一_m 大片_n 平地_地方 ，_x 可以_c 
提供_v 我們_人 種植_事",這裡有一大片平地，可以提供我們做什麼事情,o
L8 L15,這裡_r 有_v 一_m 大片_n 平地_地方,這裡有一大片什麼地方,
L8 L15,"可以_c 
提供_v 我們_人 種植_事",可以提供我們做什麼事情,
L8 L15,"我們_人 是_v 很_d 有_v 福氣_物 
的_uj 一群_m 人_人",我們是很有什麼的一群人,
L8 L15,我_人 看_v 爺爺_人 總_b 是_v 讚美_v 這_r 個_q 地方_地方,我看誰總是讚美這個地方,
L8 L15,"可_v 
是_v 我_人 多麼_r 希望_v 能住_v 在_p 清邁_地方",可是我多麼希望能住在哪裡,
L8 L15,"因為_c 
清邁_地方 被_p 稱為_v 「_x 玫瑰_n 之_u 都_d 」_x",因為哪裡被稱為玫瑰之都,
L8 L15,"我_人 慢慢_d 長_a 大_a 了_ul ，_x 開始_v 懂得_v 爺爺_人 
的_uj 心情_n",誰慢慢長大了，開始懂得爺爺的心情,
L8 L15,"我_人 慢慢_d 長_a 大_a 了_ul ，_x 開始_v 懂得_v 爺爺_人 
的_uj 心情_n",我慢慢長大了，開始懂得誰的心情,
L8 L15,"爺爺_人 是_v 在_p 一九四九年_時間 
離開_v 家鄉_地方 的_uj",誰是在一九四九年離開家鄉的?,
L8 L15,"爺爺_人 是_v 在_p 一九四九年_時間 
離開_v 家鄉_地方 的_uj",爺爺是在何時離開家鄉的?,
L8 L15,"當時_t 會_v 離開_v 自己_r 生_vn 
長_a 的_uj 地方_地方 ，_x 是_v 因為_c 戰爭_事",當時會離開自己生長的地方，是因為什麼事情?,
L8 L15,"爺爺_人 跟隨_v 
軍隊_n 離開_v 了_ul 家鄉_地方 ，_x 再_d 跟著_v 部隊_n 從_p 
雲南_地方 撤退_事 到_v 緬甸_地方 ，_x 然_r 後_nr 從_p 緬甸_地方 撤退_事
到_v 泰北_地方",誰跟隨軍隊離開了家鄉，再跟著部隊從雲南撤退到緬甸，然後從緬甸撤隊到泰北,o
L8 L15,"爺爺_人 跟隨_v 
軍隊_n 離開_v 了_ul 家鄉_地方 ，_x 再_d 跟著_v 部隊_n 從_p 
雲南_地方 撤退_事 到_v 緬甸_地方 ，_x 然_r 後_nr 從_p 緬甸_地方 撤退_事
到_v 泰北_地方",爺爺跟隨軍隊離開了家鄉，再跟著部隊從雲南撤退到哪裡，然後從緬甸撤隊到泰北,o
L8 L15,"爺爺_人 跟隨_v 
軍隊_n 離開_v 了_ul 家鄉_地方 ，_x 再_d 跟著_v 部隊_n 從_p 
雲南_地方 撤退_事 到_v 緬甸_地方 ，_x 然_r 後_nr 從_p 緬甸_地方 撤退_事
到_v 泰北_地方",爺爺跟隨軍隊離開了家鄉，再跟著部隊從雲南撤退到緬甸，然後從緬甸撤隊到哪裡,o
L8 L15,"爺爺_人 跟隨_v 
軍隊_n 離開_v 了_ul 家鄉_地方",誰跟隨軍隊離開了家鄉,
L8 L15,"再_d 跟著_v 部隊_n 從_p 
雲南_地方 撤退_事 到_v 緬甸_地方",再跟著部隊從雲南撤退到哪裡,
L8 L15,"然_r 後_nr 從_p 緬甸_地方 撤退_事
到_v 泰北_地方",然後從緬甸撤隊到哪裡,
L8 L15,"等_u 戰爭_事 結束_v 了_ul ，_x 爺爺_人 就_d 
定居_v 在_p 大谷地_地方",等什麼事情結束了，爺爺就定居在大谷地,o
L8 L15,"等_u 戰爭_事 結束_v 了_ul ，_x 爺爺_人 就_d 
定居_v 在_p 大谷地_地方",等戰爭結束了，誰就定居在大谷地,o
L8 L15,"等_u 戰爭_事 結束_v 了_ul ，_x 爺爺_人 就_d 
定居_v 在_p 大谷地_地方",等戰爭結束了，爺爺就定居在什麼地方,o
L8 L15,等_u 戰爭_事 結束_v 了_ul,等什麼事情結束了,
L8 L15," 爺爺_人 就_d 
定居_v 在_p 大谷地_地方",誰就定居在大谷地,
L8 L15," 爺爺_人 就_d 
定居_v 在_p 大谷地_地方",爺爺就定居在什麼地方,
L8 L15,"爺爺_人 和_c 朋友_人 在_p 這裡_r 住_v 了_ul 六十多年_時間
了_ul",誰和朋友在這裡住了六十多年了,
L8 L15,"爺爺_人 和_c 朋友_人 在_p 這裡_r 住_v 了_ul 六十多年_時間
了_ul",爺爺和誰在這裡住了六十多年了,
L8 L15,"爺爺_人 和_c 朋友_人 在_p 這裡_r 住_v 了_ul 六十多年_時間
了_ul",爺爺和朋友在這裡住了多久了,
L8 L15,他們_人 在_p 這裡_r 開墾_事 ，_x 種植_v 農產品_物,他們在這裡做什麼事情，種植農產品,o
L8 L15,他們_人 在_p 這裡_r 開墾_事 ，_x 種植_v 農產品_物,他們在這裡開墾，種植什麼,o
L8 L15,他們_人 在_p 這裡_r 開墾_事 ,他們在這裡做什麼事情,
L8 L15,"而_c 我_人 出生_v 在_p 這裡_r ，_x 這_zg 
裡_f 當然_d 是_v 我_人 的_uj 家鄉_地方",而我出生在這裡，這裡當然是我的什麼,o
L8 L15,"這_zg 
裡_f 當然_d 是_v 我_人 的_uj 家鄉_地方",這裡當然是我的什麼地方,
L8 L13,"勤勞_人 」_x 和_c 「_x 懶惰_人 」_x ，_x 都_d 喜歡_v 跟_p 人_人
做朋友_事",誰和懶惰，都喜歡跟人做朋友,
L8 L13,"勤勞_人 」_x 和_c 「_x 懶惰_人 」_x ，_x 都_d 喜歡_v 跟_p 人_人
做朋友_事",勤勞和誰，都喜歡跟人做朋友,
L8 L13,"農人_人 和_c 勤勞_人 做_v 朋友_n ，_x 就_d 可以_c 收穫_v 
豐_nr 富_a",誰和勤勞做朋友，就可以收穫豐富,
L8 L13,"農人_人 和_c 勤勞_人 做_v 朋友_n ，_x 就_d 可以_c 收穫_v 
豐_nr 富_a",農人和誰做朋友，就可以收穫豐富,
L8 L13,"勤勞_人 和_c 工人_人 做朋友_事 ，_x 工人_人 就_d 
可以_c 生產_vn 出_v 精美_a 的_uj 產品_物",誰和工人做朋友，工人就可以生產出精美的產品,
L8 L13,"勤勞_人 和_c 工人_人 做朋友_事 ，_x 工人_人 就_d 
可以_c 生產_vn 出_v 精美_a 的_uj 產品_物",勤勞和誰做朋友，工人就可以生產出精美的產品,
L8 L13,"勤勞_人 和_c 工人_人 做朋友_事 ，_x 工人_人 就_d 
可以_c 生產_vn 出_v 精美_a 的_uj 產品_物",勤勞和工人做什麼事情，工人就可以生產出精美的產品,
L8 L13,"勤勞_人 和_c 工人_人 做朋友_事 ，_x 工人_人 就_d 
可以_c 生產_vn 出_v 精美_a 的_uj 產品_物",勤勞和工人做朋友，誰就可以生產出精美的產品,
L8 L13,"勤勞_人 和_c 工人_人 做朋友_事 ，_x 工人_人 就_d 
可以_c 生產_vn 出_v 精美_a 的_uj 產品_物",勤勞和工人做朋友，工人就可以生產出精美的什麼,
L8 L13,"勤勞_人 和_c 商人_人 
做朋友_事 ，_x 商人_人 的_uj 貨物_物 就_d 可以_c 流通_vn",誰和商人做朋友，商人的貨物就可以流通,
L8 L13,"勤勞_人 和_c 商人_人 
做朋友_事 ，_x 商人_人 的_uj 貨物_物 就_d 可以_c 流通_vn",勤勞和誰做朋友，商人的貨物就可以流通,
L8 L13,"勤勞_人 和_c 商人_人 
做朋友_事 ，_x 商人_人 的_uj 貨物_物 就_d 可以_c 流通_vn",勤勞和商人做朋友，誰的貨物就可以流通,
L8 L13,"勤勞_人 和_c 商人_人 
做朋友_事 ，_x 商人_人 的_uj 貨物_物 就_d 可以_c 流通_vn",勤勞和商人做朋友，商人的什麼就可以流通,
L8 L13,"學生_人 和_c 勤勞_人 做朋友_事 ，_x 學生_人 
的_uj 成績_物 就_d 可以_c 進步_事",誰和勤勞做朋友，學生的成績就可以進步,
L8 L13,"學生_人 和_c 勤勞_人 做朋友_事 ，_x 學生_人 
的_uj 成績_物 就_d 可以_c 進步_事",學生和誰做朋友，學生的成績就可以進步,
L8 L13,"學生_人 和_c 勤勞_人 做朋友_事 ，_x 學生_人 
的_uj 成績_物 就_d 可以_c 進步_事",學生和勤勞做朋友，誰的成績就可以進步,
L8 L13,"學生_人 和_c 勤勞_人 做朋友_事 ，_x 學生_人 
的_uj 成績_物 就_d 可以_c 進步_事",學生和勤勞做朋友，學生的什麼就可以進步,
L8 L13,"勤勞_人 和_c 我們_人 做朋友_事 ，_x 可以_c 帶給_v 
我們_人 成功_物 的_uj 快樂_物",誰和我們做朋友，可以帶給我們成功的快樂,
L8 L13,"勤勞_人 和_c 我們_人 做朋友_事 ，_x 可以_c 帶給_v 
我們_人 成功_物 的_uj 快樂_物",勤勞和誰做朋友，可以帶給我們成功的快樂,
L8 L13,"勤勞_人 和_c 我們_人 做朋友_事 ，_x 可以_c 帶給_v 
我們_人 成功_物 的_uj 快樂_物",勤勞和我們做朋友，可以帶給誰成功的快樂,
